COMP ID,PATHWAY SORTORDER,BIOCHEMICAL,SUPER PATHWAY,SUB PATHWAY,PLATFORM,CHEMICAL ID,RI,MASS,PUBCHEM,CAS,KEGG,HMDB
57577,3320,isoursodeoxycholate,Lipid,Secondary Bile Acid Metabolism,LC/MS Neg,100002488,4809.0,391.2854,127601,78919-26-3,C17662,HMDB00686
44656,313,isovalerate (C5),Amino Acid,"Leucine, Isoleucine and Valine Metabolism",LC/MS Neg,100000708,1564.0,101.0608,10430,503-74-2,C08262,HMDB00718
34407,316,isovalerylcarnitine (C5),Amino Acid,"Leucine, Isoleucine and Valine Metabolism",LC/MS Pos Early,100001393,3085.0,246.17,6426851,31023-24-2,,HMDB00688
35107,315,isovalerylglycine,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",LC/MS Neg,100001452,1950.0,158.0823,546304,16284-60-9,,HMDB00678
43579,5387,ketopioglitazone,Xenobiotics,Drug - Metabolic,LC/MS Pos Late,100004176,802.0,371.106,,146062-45-5,,
1417,254,kynurenate,Amino Acid,Tryptophan Metabolism,LC/MS Neg,98,2224.0,188.0353,3845,492-27-3,C01717,HMDB00715
15140,250,kynurenine,Amino Acid,Tryptophan Metabolism,LC/MS Pos Early,100000265,2739.0,209.0921,161166,2922-83-0,C00328,HMDB00684
40173,4210,L-urobilin,Cofactors and Vitamins,Hemoglobin and Porphyrin Metabolism,LC/MS Pos Late,100002568,901.0,595.349,5280818,34217-90-8,C05793,HMDB04159
527,1151,lactate,Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",LC/MS Polar,482,1469.0,89.0244,612,79-33-4,C00186,HMDB00190
63048,4993,lactobacillic acid,Xenobiotics,Bacterial/Fungal,LC/MS Neg,100021065,5822.0,295.2643,10417,503-06-0,,
57422,2926,lactosyl-N-behenoyl-sphingosine (d18:1/22:0)*,Lipid,Lactosylceramides (LCER),LC/MS Pos Late,100015623,3842.0,946.7189,,,,
57370,2927,lactosyl-N-nervonoyl-sphingosine (d18:1/24:1)*,Lipid,Lactosylceramides (LCER),LC/MS Pos Late,100015620,3778.0,972.7346,,,,
53010,2923,lactosyl-N-palmitoyl-sphingosine (d18:1/16:0),Lipid,Lactosylceramides (LCER),LC/MS Pos Late,100009030,2527.0,862.625,,4201-62-1,,
42002,419,lanthionine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",LC/MS Pos Early,100003892,1730.0,209.0591,98504,3183-08-02 00:00:00,,
1645,1401,laurate (12:0),Lipid,Medium Chain Fatty Acid,LC/MS Neg,181,5300.0,199.1704,3893,143-07-7,C02679,HMDB00638
34534,1748,laurylcarnitine (C12),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)",LC/MS Pos Late,100001392,1235.0,344.2795,10427569,25518-54-1,,HMDB02250
60,298,leucine,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",LC/MS Pos Early,397,2864.0,132.1019,6106,61-90-5,,
48189,982,leucylglutamine*,Peptide,Dipeptide,LC/MS Pos Early,100003183,2620.0,260.1605,4305457,,,HMDB28927
40045,810,leucylglycine,Peptide,Dipeptide,LC/MS Pos Early,100003185,2778.0,189.1234,79070,686-50-0,,HMDB28929
37530,1940,leukotriene B4,Lipid,Eicosanoid,LC/MS Neg,399,5186.0,335.2228,5280492,71160-24-2,C02165,HMDB01085
46342,2016,leukotriene B5,Lipid,Eicosanoid,LC/MS Neg,100002813,5075.0,333.2071,5283125,88763-92-9,,HMDB05073
63359,4502,levulinoylcarnitine,Xenobiotics,Food Component/Plant,LC/MS Pos Early,100021140,2520.0,260.1493,,,,
35661,5104,lidocaine,Xenobiotics,"Drug - Analgesics, Anesthetics",LC/MS Pos Late,100001538,746.0,235.1805,3676,137-58-6,D00358,HMDB14426
57330,2944,lignoceroyl sphingomyelin (d18:1/24:0),Lipid,Sphingomyelins,LC/MS Pos Late,100006298,3437.0,815.7001,,60037-60-7,,
57515,1756,lignoceroylcarnitine (C24)*,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",LC/MS Pos Late,100015834,1603.0,512.4673,,,,
1105,1465,linoleate (18:2n6),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),LC/MS Neg,180,5535.0,279.233,5280450,60-33-3,C01595,HMDB00673
34035,1467,linolenate (18:3n3 or 3n6),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),LC/MS Neg,100001337,5450.0,277.2173,5280934,,C06426,HMDB03073
57511,1776,linolenoylcarnitine (C18:3)*,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)",LC/MS Pos Late,100015831,1310.0,422.3265,,,,
52608,2044,linoleoyl ethanolamide,Lipid,Endocannabinoid,LC/MS Neg,100006726,6150.0,322.2752,5283446,68171-52-8,,HMDB12252
54955,2785,linoleoyl-arachidonoyl-glycerol (18:2/20:4) [1]*,Lipid,Diacylglycerol,LC/MS Pos Late,100010922,2590.0,658.5405,,,,
54956,2786,linoleoyl-arachidonoyl-glycerol (18:2/20:4) [2]*,Lipid,Diacylglycerol,LC/MS Pos Late,100010923,2650.0,658.5405,,,,
54949,2789,linoleoyl-docosahexaenoyl-glycerol (18:2/22:6) [1]*,Lipid,Diacylglycerol,LC/MS Pos Late,100010928,2450.0,682.5405,,,,
54964,2778,linoleoyl-linolenoyl-glycerol (18:2/18:3) [2]*,Lipid,Diacylglycerol,LC/MS Pos Late,100010927,2478.0,632.5249,,,,
54968,2775,linoleoyl-linoleoyl-glycerol (18:2/18:2) [1]*,Lipid,Diacylglycerol,LC/MS Pos Late,100010941,2720.0,634.5405,,,,
54969,2776,linoleoyl-linoleoyl-glycerol (18:2/18:2) [2]*,Lipid,Diacylglycerol,LC/MS Pos Late,100010942,2790.0,634.5405,,,,
46223,1775,linoleoylcarnitine (C18:2)*,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)",LC/MS Pos Late,100003151,1430.0,424.3421,6450015,36816-10-1,,HMDB06469
57463,1826,linoleoylcholine*,Lipid,Fatty Acid Metabolism (Acyl Choline),LC/MS Pos Late,100015760,1388.0,366.3367,,,,
62526,3308,lithocholate sulfate (1),Lipid,Secondary Bile Acid Metabolism,LC/MS Neg,100020823,4811.0,227.12,,,,
62527,3309,lithocholic acid sulfate (2),Lipid,Secondary Bile Acid Metabolism,LC/MS Neg,100020824,5028.0,227.12,,,,
64102,5325,losartan,Xenobiotics,Drug - Cardiovascular,LC/MS Pos Late,100020909,910.0,423.1695,,114798-26-4,,
1301,99,lysine,Amino Acid,Lysine Metabolism,LC/MS Pos Early,407,2850.0,147.1128,5962,56-87-1,C00047,HMDB00182
48417,162,m-tyramine sulfate,Amino Acid,Tyrosine Metabolism,LC/MS Neg,100006104,1723.0,216.0336,,175727-14-7,,
1303,1356,malate,Energy,TCA Cycle,LC/MS Neg,409,615.6,133.0143,525,6915-15-7,C00149,HMDB00156
20676,1567,maleate,Lipid,"Fatty Acid, Dicarboxylate",LC/MS Polar,100000707,2640.0,115.0037,444266,110-16-7,C01384,HMDB00176
15872,1374,malonate,Lipid,Fatty Acid Synthesis,LC/MS Polar,818,3447.0,103.0037,867,141-82-2;26522-22-85-0,C00383,HMDB00691
37059,1373,malonylcarnitine,Lipid,Fatty Acid Synthesis,LC/MS Pos Early,100001526,2086.0,248.1129,22833583,853728-01-5,,HMDB02095
48696,4402,maltol sulfate,Xenobiotics,Food Component/Plant,LC/MS Neg,100006106,1503.0,204.9812,,,,
15586,1207,maltose,Carbohydrate,Glycogen Metabolism,LC/MS Polar,913,3329.4,387.1144,10991489,6363-53-7,C00208,HMDB00163
15910,1202,maltotetraose,Carbohydrate,Glycogen Metabolism,LC/MS Neg,100000275,910.0,665.2146,446495,34612-38-9,C02052,HMDB01296
44688,1204,maltotriose,Carbohydrate,Glycogen Metabolism,LC/MS Neg,100000276,812.0,503.1618,439586,1109-28-0,C01835,HMDB01262
46142,1259,mannitol/sorbitol,Carbohydrate,"Fructose, Mannose and Galactose Metabolism",LC/MS Polar,100001740,2320.0,181.0718,5780,,C00794,HMDB00247
62864,4698,mannonate*,Xenobiotics,Food Component/Plant,LC/MS Polar,100003695,2736.0,195.051,3246006,642-99-9,,
48153,1260,mannose,Carbohydrate,"Fructose, Mannose and Galactose Metabolism",LC/MS Polar,803,2200.0,225.0616,18950,3458-28-4,C00159,HMDB00169
1121,1411,margarate (17:0),Lipid,Long Chain Saturated Fatty Acid,LC/MS Neg,891,5731.0,269.2486,10465,506-12-7,,HMDB02259
57512,1752,margaroylcarnitine (C17)*,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",LC/MS Pos Late,100004054,1424.0,414.3578,,106182-29-0,,HMDB06210
35174,1477,mead acid (20:3n9),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),LC/MS Neg,100001472,5650.0,305.2486,5312531,20590-32-3,,HMDB10378
42638,5703,meglumine,Xenobiotics,Chemical,LC/MS Pos Early,100004440,1838.0,196.118,4049,6284-40-8,,
64093,5100,meloxicam,Xenobiotics,"Drug - Analgesics, Anesthetics",LC/MS Pos Late,100020907,1038.0,352.042,,71125-38-7,"D00969,C08169",HMDB14952
21093,5517,meprobamate,Xenobiotics,Drug - Psychoactive,LC/MS Pos Early,100000735,2994.0,219.1339,4064,57-53-4,D00376,HMDB14515
63153,5889,metabolonic lactone sulfate,Partially Characterized Molecules,Partially Characterized Molecules,LC/MS Neg,100021331,4802.0,427.216,,,,
38306,5371,metformin,Xenobiotics,Drug - Metabolic,LC/MS Pos Early,100002405,2817.0,130.1087,4091,1115-70-4,C07151,HMDB01921
1302,387,methionine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",LC/MS Pos Early,415,2526.0,150.0583,6137,63-68-3,C00073,HMDB00696
44878,392,methionine sulfone,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",LC/MS Pos Early,100004635,1250.0,182.0482,69961,820-10-0,,
18374,393,methionine sulfoxide,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",LC/MS Pos Early,100000039,1272.0,166.0533,158980,3226-65-1,C02989,HMDB02005
46144,4828,methyl glucopyranoside (alpha + beta),Xenobiotics,Food Component/Plant,LC/MS Neg,100005864,1070.0,193.0718,,,,
1584,4702,methyl indole-3-acetate,Xenobiotics,Food Component/Plant,LC/MS Pos Early,1104,3380.0,190.0863,74706,1912-33-0,,HMDB29738
63857,4947,methyl vanillate sulfate,Xenobiotics,Food Component/Plant,LC/MS Neg,100020622,2933.0,261.0074,,,,
34386,4301,methyl-4-hydroxybenzoate,Xenobiotics,Benzoate Metabolism,LC/MS Neg,100001252,3671.0,151.0401,7456,99-76-3,D01400,HMDB32572
48429,4327,methyl-4-hydroxybenzoate sulfate,Xenobiotics,Benzoate Metabolism,LC/MS Neg,100006116,2873.0,230.9969,,,,
1496,1670,methylmalonate (MMA),Lipid,Fatty Acid Metabolism (also BCAA Metabolism),LC/MS Polar,418,3078.4,117.0193,487,516-05-2,C02170,HMDB00202
61873,5707,methylnaphthyl sulfate (2)*,Xenobiotics,Chemical,LC/MS Neg,100020006,4163.0,237.0227,,,,
15745,364,methylsuccinate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",LC/MS Polar,2051,2800.0,131.035,10349,498-21-5,,HMDB01844
18037,5285,metoprolol,Xenobiotics,Drug - Cardiovascular,LC/MS Pos Late,2028,760.0,268.1907,4171,56392-17-7,D02358,HMDB01932
34109,5286,metoprolol acid metabolite*,Xenobiotics,Drug - Cardiovascular,LC/MS Pos Early,100001385,2950.0,268.1543,62936,56392-14-4,,
64122,5513,midazolam,Xenobiotics,Drug - Psychoactive,LC/MS Pos Late,100020946,899.0,326.0855,4192,59467-70-8,"C07524,D00550",HMDB14821
1124,2063,myo-inositol,Lipid,Inositol Metabolism,LC/MS Polar,363,3506.3,225.0616,892,87-89-8,C00137,HMDB00211
1365,1406,myristate (14:0),Lipid,Long Chain Saturated Fatty Acid,LC/MS Neg,519,5440.0,227.2017,11005,544-63-8,C06424,HMDB00806
32418,1425,myristoleate (14:1n5),Lipid,Long Chain Monounsaturated Fatty Acid,LC/MS Neg,100001198,5346.9,225.186,5281119,544-64-9,C08322,HMDB02000
48182,1768,myristoleoylcarnitine (C14:1)*,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",LC/MS Pos Late,100006051,1316.0,370.2947,90659872,889848-55-9,,
57365,2934,myristoyl dihydrosphingomyelin (d18:0/14:0)*,Lipid,Dihydrosphingomyelins,LC/MS Pos Late,100009038,2060.0,677.5592,,,,HMDB12085
33952,1749,myristoylcarnitine (C14),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",LC/MS Pos Late,100001270,1350.0,372.3108,6426854,18822-89-4,,HMDB05066
57687,131,"N,N,N-trimethyl-5-aminovalerate",Amino Acid,Lysine Metabolism,LC/MS Pos Early,100015962,2186.0,160.1332,14274897,,,
62947,467,"N,N,N-trimethyl-alanylproline betaine (TMAP)",Amino Acid,Urea cycle; Arginine and Proline Metabolism,LC/MS Pos Early,100020217,2470.0,229.1547,,,,
62819,130,"N,N-dimethyl-5-aminovalerate",Amino Acid,Lysine Metabolism,LC/MS Pos Early,100020842,2290.0,146.1176,,,,
63151,32,"N,N-dimethylalanine",Amino Acid,Alanine and Aspartate Metabolism,LC/MS Pos Early,100020371,1370.0,118.0863,5488191,2812-31-9,,
31536,4705,N-(2-furoyl)glycine,Xenobiotics,Food Component/Plant,LC/MS Pos Early,100001086,1600.0,170.0448,21863,5657-19-2;5657-19-2,,HMDB00439
43255,72,N-acetyl-1-methylhistidine*,Amino Acid,Histidine Metabolism,LC/MS Pos Early,100004299,2100.0,212.1028,53859791,,,
62059,1652,N-acetyl-2-aminooctanoate*,Lipid,"Fatty Acid, Amino",LC/MS Neg,100020204,3943.0,200.1292,95555,,,HMDB59745
43256,71,N-acetyl-3-methylhistidine*,Amino Acid,Histidine Metabolism,LC/MS Pos Early,100002204,2056.0,212.103,193270,37841-04-6,,
64175,5796,N-acetyl-4-chlorophenylalanine,Xenobiotics,Chemical,LC/MS Neg,100021787,3500.0,240.0433,,23434-92-6,,
35665,53,N-acetyl-aspartyl-glutamate (NAAG),Amino Acid,Glutamate Metabolism,LC/MS Pos Early,100001612,1035.0,305.098,5255,3106-85-2,C12270,HMDB01067
37432,4047,N-acetyl-beta-alanine,Nucleotide,"Pyrimidine Metabolism, Uracil containing",LC/MS Neg,100002102,773.0,130.051,76406,3025-95-4,C01073,
62309,491,N-acetyl-isoputreanine,Amino Acid,Polyamine Metabolism,LC/MS Pos Early,100020487,2305.0,203.139,131802901,,,
47136,4835,N-acetyl-S-allyl-L-cysteine,Xenobiotics,Food Component/Plant,LC/MS Neg,100005818,2237.0,202.0543,152467,23127-41-5,,
1585,30,N-acetylalanine,Amino Acid,Alanine and Aspartate Metabolism,LC/MS Polar,1110,1564.8,130.051,88064,97-69-8,C02847,HMDB00766
45404,4559,N-acetylalliin,Xenobiotics,Food Component/Plant,LC/MS Neg,100005367,1410.0,218.0493,,,,
33953,448,N-acetylarginine,Amino Acid,Urea cycle; Arginine and Proline Metabolism,LC/MS Pos Early,100001266,2245.0,217.1295,67427,155-84-0,C02562,HMDB04620
33942,40,N-acetylasparagine,Amino Acid,Alanine and Aspartate Metabolism,LC/MS Polar,100001257,2250.0,173.0568,99715,4033-40-3,,HMDB06028
22185,36,N-acetylaspartate (NAA),Amino Acid,Alanine and Aspartate Metabolism,LC/MS Polar,100000787,3143.0,174.0408,65065,997-55-7;997-55-7,C01042,HMDB00812
43488,81,N-acetylcarnosine,Amino Acid,Histidine Metabolism,LC/MS Neg,100004046,1235.0,267.1099,9903482,56353-15-2,,HMDB12881
48434,453,N-acetylcitrulline,Amino Acid,Urea cycle; Arginine and Proline Metabolism,LC/MS Neg,100001577,940.0,216.099,656979,33965-42-3,C15532,HMDB00856
46539,1338,N-acetylglucosamine/N-acetylgalactosamine,Carbohydrate,Aminosugar Metabolism,LC/MS Polar,100006435,1897.0,220.0826,,,,
48149,1335,N-acetylglucosaminylasparagine,Carbohydrate,Aminosugar Metabolism,LC/MS Pos Early,1215,1212.0,336.1402,123826,2776-93-4,C04540,HMDB00489
15720,45,N-acetylglutamate,Amino Acid,Glutamate Metabolism,LC/MS Polar,100000282,3106.0,188.0564,70914,5817-08-03 00:00:00,C00624,HMDB01138
33943,46,N-acetylglutamine,Amino Acid,Glutamate Metabolism,LC/MS Polar,100001253,2140.0,187.0724,182230,2490-97-3,C02716,HMDB06029
27710,2,N-acetylglycine,Amino Acid,"Glycine, Serine and Threonine Metabolism",LC/MS Pos Early,100001006,826.0,118.0499,10972,543-24-8,,HMDB00532
33946,70,N-acetylhistidine,Amino Acid,Histidine Metabolism,LC/MS Polar,100001293,2088.0,196.0728,75619,39145-52-3,C02997,HMDB32055
33967,347,N-acetylisoleucine,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",LC/MS Pos Early,100001276,2600.0,174.1125,306109,3077-46-1,,HMDB61684
48757,252,N-acetylkynurenine (2),Amino Acid,Tryptophan Metabolism,LC/MS Neg,100006378,2378.0,249.0881,,,,
1587,299,N-acetylleucine,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",LC/MS Neg,1082,2400.0,172.0979,70912,1188-21-2,C02710,HMDB11756
1589,388,N-acetylmethionine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",LC/MS Polar,1083,1155.0,190.0543,448580,65-82-7,C02712,HMDB11745
32377,1324,N-acetylneuraminate,Carbohydrate,Aminosugar Metabolism,LC/MS Pos Early,1162,660.0,310.1133,439197,131-48-6,C00270,HMDB00230
33950,134,N-acetylphenylalanine,Amino Acid,Phenylalanine Metabolism,LC/MS Pos Early,100001256,2680.0,208.0968,74839,2018-61-3,C03519,HMDB00512
34387,454,N-acetylproline,Amino Acid,Urea cycle; Arginine and Proline Metabolism,LC/MS Pos Early,100001334,1695.0,158.0812,322640,1074-79-9,,
37496,485,N-acetylputrescine,Amino Acid,Polyamine Metabolism,LC/MS Pos Early,192,2230.0,131.1179,122356,18233-70-0,C02714,HMDB02064
37076,10,N-acetylserine,Amino Acid,"Glycine, Serine and Threonine Metabolism",LC/MS Polar,100001851,2000.0,146.0459,65249,97-14-3,,HMDB02931
48187,426,N-acetyltaurine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",LC/MS Neg,100005466,800.0,166.018,159864,,,
62711,4812,N-acetyltheanine,Xenobiotics,Food Component/Plant,LC/MS Pos Early,100020514,1483.0,217.1183,,,,
33939,17,N-acetylthreonine,Amino Acid,"Glycine, Serine and Threonine Metabolism",LC/MS Neg,100001274,821.6,160.0615,152204,17093-74-2,,HMDB62557
33959,239,N-acetyltryptophan,Amino Acid,Tryptophan Metabolism,LC/MS Pos Early,100001254,2640.0,247.1077,700653,1218-34-4,C03137,HMDB13713
32390,156,N-acetyltyrosine,Amino Acid,Tyrosine Metabolism,LC/MS Neg,100001104,1680.0,222.0772,68310,537-55-3,,HMDB00866
1591,371,N-acetylvaline,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",LC/MS Polar,1084,1227.0,158.0823,66789,96-81-1,,HMDB11757
32984,457,N-alpha-acetylornithine,Amino Acid,Urea cycle; Arginine and Proline Metabolism,LC/MS Pos Early,100000285,2000.0,175.1077,439232,6205-08-09 00:00:00,C00437,HMDB03357
52340,34,N-carbamoylalanine,Amino Acid,Alanine and Aspartate Metabolism,LC/MS Pos Early,100006369,950.0,133.0608,426409,77340-50-2,,
43249,456,N-delta-acetylornithine,Amino Acid,Urea cycle; Arginine and Proline Metabolism,LC/MS Neg,100004523,858.0,173.0932,9920500,,,
52355,5120,N-desmethyl tramadol,Xenobiotics,"Drug - Analgesics, Anesthetics",LC/MS Pos Early,100006384,3360.0,250.1802,10354700,147762-57-0,,HMDB61007
33080,5105,N-ethylglycinexylidide,Xenobiotics,"Drug - Analgesics, Anesthetics",LC/MS Pos Early,100001539,3209.0,207.1492,24415,7728-40-7,C16561,HMDB60656
43549,256,N-formylanthranilic acid,Amino Acid,Tryptophan Metabolism,LC/MS Neg,100004561,2150.0,164.0353,101399,3342-77-6,C05653,HMDB04089
2829,390,N-formylmethionine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",LC/MS Neg,194,1543.8,176.0387,439750,4289-98-9,C03145,HMDB01015
48433,217,N-formylphenylalanine,Amino Acid,Tyrosine Metabolism,LC/MS Neg,100006056,2360.0,192.0666,759256,13200-85-6,,
47101,5024,N-methylpipecolate,Xenobiotics,Bacterial/Fungal,LC/MS Pos Early,100005383,1932.0,144.1019,11286529,41447-17-0,,
37431,466,N-methylproline,Amino Acid,Urea cycle; Arginine and Proline Metabolism,LC/MS Pos Early,100001956,1335.0,130.0863,557,475-11-6,,
42989,425,N-methyltaurine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",LC/MS Polar,100004056,1650.0,138.023,7882,107-68-6,,
57664,2058,N-oleoylserine,Lipid,Endocannabinoid,LC/MS Neg,100015641,5600.0,368.2806,,,,
39732,2034,N-oleoyltaurine,Lipid,Endocannabinoid,LC/MS Neg,100003119,5610.0,388.2527,6437033,52514-04-2,,
57776,4707,N-oxalyl glycine (NOG),Xenobiotics,Food Component/Plant,LC/MS Polar,100015923,3292.0,146.0095,3080614,,,
57430,2880,N-palmitoyl-heptadecasphingosine (d17:1/16:0)*,Lipid,Ceramides,LC/MS Pos Late,100015731,2645.0,524.5037,,,,
52604,2850,N-palmitoyl-sphinganine (d18:0/16:0),Lipid,Dihydroceramides,LC/MS Pos Late,100009028,3090.0,540.535,5283572,5966-29-0,,HMDB11760
44877,2858,N-palmitoyl-sphingosine (d18:1/16:0),Lipid,Ceramides,LC/MS Pos Late,1518,2893.0,538.5194,5283564,24696-26-2,,HMDB04949
42092,1714,N-palmitoylglycine,Lipid,Fatty Acid Metabolism (Acyl Glycine),LC/MS Neg,100003686,5580.0,312.2544,151008,2441-41-0,,HMDB13034
57417,2869,N-stearoyl-sphingadienine (d18:2/18:0)*,Lipid,Ceramides,LC/MS Pos Late,100015632,2846.0,564.535,,,,
1759,2851,N-stearoyl-sphinganine (d18:0/18:0)*,Lipid,Dihydroceramides,LC/MS Pos Late,922,3526.0,568.5663,5283573,2304-80-5,,
54979,2862,N-stearoyl-sphingosine (d18:1/18:0)*,Lipid,Ceramides,LC/MS Pos Late,1547,3392.0,566.5507,5283565,104404-17-3,,HMDB04950
39730,2035,N-stearoyltaurine,Lipid,Endocannabinoid,LC/MS Neg,100003240,5782.0,390.2684,168274,63155-80-6,,
40469,4124,N1-Methyl-2-pyridone-5-carboxamide,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,LC/MS Neg,100001468,1668.0,151.0513,69698,701-44-0,C05842,HMDB04193
15650,3961,1-methyladenosine,Nucleotide,"Purine Metabolism, Adenine containing",LC/MS Pos Early,1242,2120.0,282.1197,27476,15763-06-1,C02494,HMDB03331
48351,3936,N1-methylinosine,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",LC/MS Pos Early,100001409,1430.0,283.1037,65095,20245-33-4,,HMDB02721
35137,4000,"N2,N2-dimethylguanosine",Nucleotide,"Purine Metabolism, Guanine containing",LC/MS Pos Early,100001412,2210.0,312.1303,92919,2140-67-2,,HMDB04824
43591,458,"N2,N5-diacetylornithine",Amino Acid,Urea cycle; Arginine and Proline Metabolism,LC/MS Pos Early,100004575,1310.0,217.1183,65977,39825-23-5,,
63254,104,"N2-acetyl,N6,N6-dimethyllysine",Amino Acid,Lysine Metabolism,LC/MS Pos Early,100020545,2172.0,217.1547,,,,
62954,103,"N2-acetyl,N6-methyllysine",Amino Acid,Lysine Metabolism,LC/MS Pos Early,100020546,2168.0,203.139,,,,
36751,100,N2-acetyllysine,Amino Acid,Lysine Metabolism,LC/MS Polar,100001721,3372.6,187.1088,92907,1946-82-3,C12989,HMDB00446
62107,5165,N4-acetyl-5-hydroxysulfamethoxazole*,Xenobiotics,Drug - Antibiotic,LC/MS Neg,100020244,1745.0,310.0503,,,,
35130,4061,N4-acetylcytidine,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",LC/MS Pos Early,100001413,1580.0,286.1034,107461,3768-18-1,,HMDB05923
62106,5164,N4-acetylsulfamethoxazole*,Xenobiotics,Drug - Antibiotic,LC/MS Neg,100020243,2489.0,294.0554,65280,,"C13061,D01601",HMDB13854
1498,110,"N6,N6,N6-trimethyllysine",Amino Acid,Lysine Metabolism,LC/MS Pos Early,189,2825.0,189.1598,440120,23284-33-5,C03793,HMDB01325
62862,109,"N6,N6-dimethyllysine",Amino Acid,Lysine Metabolism,LC/MS Pos Early,100020417,2831.0,175.1441,193344,2259-86-1,C05545,HMDB13287
36752,101,N6-acetyllysine,Amino Acid,Lysine Metabolism,LC/MS Neg,100001734,1059.0,187.1088,92832,692-04-6,C02727,HMDB00206
35157,3972,N6-carbamoylthreonyladenosine,Nucleotide,"Purine Metabolism, Adenine containing",LC/MS Neg,100001415,2164.0,411.127,161466,24719-82-2,,HMDB41623
37114,3962,N6-methyladenosine,Nucleotide,"Purine Metabolism, Adenine containing",LC/MS Pos Early,213,2264.0,282.1197,102175,1867-73-8,,HMDB04044
62860,108,N6-methyllysine,Amino Acid,Lysine Metabolism,LC/MS Pos Early,100003415,2831.0,161.1285,164795,1188-07-4,C02728,HMDB02038
48130,3982,N6-succinyladenosine,Nucleotide,"Purine Metabolism, Adenine containing",LC/MS Neg,100001664,940.0,382.1004,165243,4542-23-8,,HMDB00912
12122,5075,naproxen,Xenobiotics,"Drug - Analgesics, Anesthetics",LC/MS Neg,1384,4155.0,229.087,156391,22204-53-1,C01517,HMDB01923
54924,4710,naringenin 7-glucuronide,Xenobiotics,Food Component/Plant,LC/MS Neg,100010898,3144.0,447.0933,,,,
57531,1773,nervonoylcarnitine (C24:1)*,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",LC/MS Pos Late,100015846,1602.0,510.4517,,,,
594,4105,nicotinamide,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,LC/MS Pos Early,432,1942.0,123.0553,936,98-92-0,C00153,HMDB01406
35121,4123,nicotinurate,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,LC/MS Neg,100001455,1467.0,179.0462,68499,583-08-4,C05380,HMDB03269
57810,1463,nisinate (24:6n3),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),LC/MS Neg,100015785,5657.0,355.2643,11792612,68378-49-4,,HMDB02007
1356,1415,nonadecanoate (19:0),Lipid,Long Chain Saturated Fatty Acid,LC/MS Neg,892,6068.0,297.2799,12591,646-30-0,C16535,HMDB00772
61775,1744,nonanoylcarnitine (C9),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)",LC/MS Pos Late,100006620,1010.0,302.2326,,,,HMDB13288
57782,4396,norcotinine,Xenobiotics,Tobacco Metabolite,LC/MS Pos Early,100002715,2156.0,163.0866,413,17114-40-8,,HMDB01297
37252,5466,norfluoxetine,Xenobiotics,Drug - Psychoactive,LC/MS Pos Late,100003769,1008.0,296.1257,4541,83891-03-6,,HMDB60551
31539,22,O-acetylhomoserine,Amino Acid,"Glycine, Serine and Threonine Metabolism",LC/MS Polar,100001129,1850.0,160.0615,439389,7540-67-2,C01077,
36845,4342,o-cresol sulfate,Xenobiotics,Benzoate Metabolism,LC/MS Neg,100001806,2796.0,187.0071,11615528,,,
53239,5118,O-desmethyltramadol,Xenobiotics,"Drug - Analgesics, Anesthetics",LC/MS Pos Early,100006382,3045.0,250.1802,130829,73986-53-5,,HMDB60997
